cb_code;cb_codeext;cb_abandon;cb_perirec;cb_etiquet;cb_nd1;cb_nd2;cb_bp1;cb_ba1;cb_bp2;cb_ba2;cb_r1_code;cb_r2_code;cb_r3_code;cb_fo_type;cb_prop;cb_gest;cb_proptyp;cb_statut;cb_dateins;cb_avct;cb_typephy;cb_typelog;cb_rf_code;cb_capafo;cb_fo_disp;cb_fo_util;cb_modulo;cb_cabphy;cb_lgreel;cb_r4_code;cb_user;cb_etat;cb_datemes;cb_tech;cb_diam;cb_color;cb_localis;cb_comment;cb_creadat;cb_majdate;cb_majsrc;cb_abddate;cb_abdsrc
FI000016282523;16282523;0;;PBO-SRO-BPI-11363897-058 / PBO-SRO-BPI-11363897-052 / FOURQUES;CH000004311358;CH000004316476;BL000008028044;;BL000008028071;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-23-52;E;C;DI;FI000000000702;72;;;6;16282523;126.64;;;;;;;;;;;;;;
FI000016282521;16282521;0;;PBO-SRO-BPI-11363897-064 / PBO-SRO-BPI-11363897-071 / FOURQUES;CH000004310408;CH000004313914;BL000008027999;;BL000008027672;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-23-49;E;C;DI;FI000000000702;72;;;6;16282521;48.37;;;;;;;;;;;;;;
FI000016282583;16282583;0;;PBO-SRO-BPI-11363897-047 / PBO-SRO-BPI-11363897-048 / FOURQUES;CH000004323219;CH000004323220;BL000008027994;;BL000008027995;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-49;E;C;DI;FI000000000701;48;;;6;16282583;32.41;;;;;;;;;;;;;;
FI000016282522;16282522;0;;PBO-SRO-BPI-11363897-071 / PBO-SRO-BPI-11363897-058 / FOURQUES;CH000004313914;CH000004311358;BL000008027672;;BL000008028044;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-23-51;E;C;DI;FI000000000702;72;;;6;16282522;40.21;;;;;;;;;;;;;;
FI000016282582;16282582;0;;BPE-780/30117-FT / PBO-SRO-BPI-11363897-047 / FOURQUES;CH000003984947;CH000004323219;EN000012002774;;BL000008027994;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-48;E;C;DI;FI000000000701;48;;;6;16282582;106.64;;;;;;;;;;;;;;
FI000016282588;16282588;0;;BPE-780/30117-FT / mM-777/30117-FT / FOURQUES;CH000003984947;CH000003986243;EN000012002774;;EN000012002775;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-56;E;C;DI;FI000000000701;48;;;6;16282588;120.5;;;;;;;;;;;;;;
FI000016282577;16282577;0;;BPE-780/30117-FT / PBO-SRO-BPI-11363897-046 / FOURQUES;CH000003984947;CH000004323207;EN000012002774;;BL000008028070;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-42;E;C;DI;FI000000000701;48;;;6;16282577;73.55;;;;;;;;;;;;;;
FI000016282520;16282520;0;;PBO-SRO-BPI-11363897-064 / PBO-SRO-BPI-11363897-059 / FOURQUES;CH000004310408;CH000004310408;BL000008027999;;BL000008028045;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-23-48;E;C;DI;FI000000000704;24;;;6;16282520;14.76;;;;;;;;;;;;;;
FI000016282513;16282513;0;;PBO-SRO-BPI-11363897-015 / PBO-SRO-BPI-11363897-016 / FOURQUES;CH000004309426;SU000000869762;BL000008028023;;BL000008028024;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-23-38;E;C;DI;FI000000000704;24;;;6;16282513;13.24;;;;;;;;;;;;;;
FI000016282551;16282551;0;;PBO-SRO-BPI-11363897-023 / PBO-SRO-BPI-11363897-024 / FOURQUES;CH000004323206;CH000004310416;BL000008027992;;BL000008027993;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-09;E;C;DI;FI000000000706;48;;;6;16282551;107.1;;;;;;;;;;;;;;
FI000016282525;16282525;0;;PBO-SRO-BPI-11363897-053 / PBO-SRO-BPI-11363897-054 / FOURQUES;CH000004316158;CH000004316159;BL000008028072;;BL000008028073;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-23-55;E;C;DI;FI000000000702;72;;;6;16282525;20.76;;;;;;;;;;;;;;
FI000016282585;16282585;0;;PBO-SRO-BPI-11363897-051 / PBO-SRO-BPI-11363897-055 / FOURQUES;CH000004311359;CH000004315511;BL000008027998;;BL000008028074;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-52;E;C;DI;FI000000000701;48;;;6;16282585;74.76;;;;;;;;;;;;;;
FI000016282504;16282504;0;;M-884/30117-FT / PBO-SRO-BPI-11363897-068 / FOURQUES;CH000003986249;CH000004312318;EN000012002769;;BL000008027669;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-23-26;E;C;DI;FI000000000700;24;;;6;16282504;53.99;;;;;;;;;;;;;;
FI000016282587;16282587;0;;PBO-SRO-BPI-11363897-056 / PBO-SRO-BPI-11363897-057 / FOURQUES;CH000004316467;CH000004316155;BL000008028075;;BL000008028043;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-54;E;C;DI;FI000000000701;48;;;6;16282587;22.35;;;;;;;;;;;;;;
FI000016282550;16282550;0;;M-AERIEN-11\PM897 / PBO-SRO-BPI-11363897-023 / FOURQUES;SU000000540489;CH000004323206;EN000012002771;;BL000008027992;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-07;E;C;DI;FI000000000706;48;;;6;16282550;116.79;;;;;;;;;;;;;;
FI000016282555;16282555;0;;PBO-SRO-BPI-11363897-034 / PBO-SRO-BPI-11363897-033 / FOURQUES;CH000004317426;CH000004315506;BL000008028031;;BL000008028030;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-14;E;C;DI;FI000000000694;12;;;6;16282555;38.52;;;;;;;;;;;;;;
FI000016282524;16282524;0;;PBO-SRO-BPI-11363897-052 / PBO-SRO-BPI-11363897-053 / FOURQUES;CH000004316476;CH000004316158;BL000008028071;;BL000008028072;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-23-54;E;C;DI;FI000000000702;72;;;6;16282524;6.95;;;;;;;;;;;;;;
FI000016282500;16282500;0;;PBO-SRO-BPI-11363897-060 / PBO-SRO-BPI-11363897-061 / FOURQUES;CH000004317117;SU000000880789;BL000008028046;;BL000008028047;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-23-21;E;C;DI;FI000000000706;48;;;6;16282500;132.18;;;;;;;;;;;;;;
FI000016282554;16282554;0;;M-835/30117-FT / PBO-SRO-BPI-11363897-034 / FOURQUES;CH000004008955;CH000004317426;EN000012002772;;BL000008028031;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-12;E;C;DI;FI000000000702;72;;;6;16282554;33.93;;;;;;;;;;;;;;
FI000016282578;16282578;0;;PBO-SRO-BPI-11363897-046 / PBO-SRO-BPI-11363897-049 / FOURQUES;CH000004323207;CH000004323203;BL000008028070;;BL000008027996;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-43;E;C;DI;FI000000000701;48;;;6;16282578;63.05;;;;;;;;;;;;;;
FI000016282559;16282559;0;;PBO-SRO-BPI-11363897-029 / PBO-SRO-BPI-11363897-030 / FOURQUES;CH000004317428;CH000004317429;BL000008028037;;BL000008028027;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-19;E;C;DI;FI000000000694;12;;;6;16282559;56.51;;;;;;;;;;;;;;
FI000016282552;16282552;0;;PBO-SRO-BPI-11363897-024 / PBO-SRO-BPI-11363897-025 / FOURQUES;CH000004310416;CH000004316479;BL000008027993;;BL000008028033;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-10;E;C;DI;FI000000000706;48;;;6;16282552;79.87;;;;;;;;;;;;;;
FI000016282576;16282576;0;;PBO-SRO-BPI-11363897-066 / PBO-SRO-BPI-11363897-045 / FOURQUES;CH000004323244;CH000004323245;BL000008028097;;BL000008028069;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-41;E;C;DI;FI000000000700;24;;;6;16282576;43.65;;;;;;;;;;;;;;
FI000016282567;16282567;0;;mM-975/30117-FT / PBO-SRO-BPI-11363897-003 / FOURQUES;CH000004008959;SU000000880805;EN000012002773;;BL000008027985;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-29;E;C;DI;FI000000000704;24;;;6;16282567;108.15;;;;;;;;;;;;;;
FI000016282571;16282571;0;;ARM-1804761 / BPE-780/30117-FT / FOURQUES;PE000001906307;CH000003984947;;BA000009912124;EN000012002774;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A1;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-34;E;C;DI;FI000000000712;288;;;12;16282571;665.49;;;;;;;;;;;;;;
FI000016282510;16282510;0;;ARM-1804761 / BPE-821/30117-FT / FOURQUES;PE000001906307;CH000003985909;;BA000009912124;EN000012002770;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A1;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-23-34;E;C;DI;FI000000000712;288;;;12;16282510;86.45;;;;;;;;;;;;;;
FI000016282497;16282497;0;;ARM-1804761 / M-884/30117-FT / FOURQUES;PE000001906307;CH000003986249;;BA000009912124;EN000012002769;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-23-16;E;C;DI;FI000000001280;144;;;6;16282497;4.17;;;;;;;;;;;;;;
FI000017833047;17833047;0;;PBO-SRO-BPI-11363897-064 O / PBO-SRO-BPI-11363897-065 E / 24FO / FOURQUES;CH000004310408;CH000004313905;BL000008027999;;BL000008028000;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A1;PCAB0000000225;GCAB0000000198;CST;REC;2020-03-24 00-00-00;E;C;DI;FI000000000632;24;;;6;17833047;182.73;;;;;;;;;;;;;;
FI000016178978;16178978;0;;M-552/30117-FT / mM-AC10/30117-FT / FOURQUES;CH000003986242;CH000004094397;EN000011946419;;EN000011946422;;WIGA;ZN3010000266;;G652D;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-17 00-00-00;E;C;TR;FI000000000316;36;;;12;16178978;476.95;;;;;;;;;;;;;;
FI000016282519;16282519;0;;BPE-821/30117-FT / PBO-SRO-BPI-11363897-064 / FOURQUES;CH000003985909;CH000004310408;EN000012002770;;BL000008027999;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-23-47;E;C;DI;FI000000000702;72;;;6;16282519;215.2;;;;;;;;;;;;;;
FI000016176358;16176358;0;;30frq1 / BPE-477/30117-FT / FOURQUES;HU000012858770;CH000003985265;;BA000012184125;EN000011946417;;WIGA;ZN3010000266;;G657A;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-17 00-00-00;E;C;TR;FI000000000502;144;;;12;16176358;45.74;;;;;;;;;;;;;;
FI000016178983;16178983;0;;BPE-477/30117-FT / M-552/30117-FT / FOURQUES;CH000003985265;CH000003986242;EN000011946417;;EN000011946419;;WIGA;ZN3010000266;;G657A;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-17 00-00-00;E;C;TR;FI000000000502;144;;;12;16178983;466.03;;;;;;;;;;;;;;
FI000033715028;33715028;0;;M-884/30117-FT / mM-975/30117-FT / FOURQUES;CH000003986249;CH000004008959;EN000012002769;;EN000012002773;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A1;PCAB0000000225;GCAB0000000198;CST;REC;2022-09-12 00-00-00;E;C;DI;FI000000000631;48;;;6;33715028;559.1;;;;;;;;;;;;;;
FI000016178977;16178977;0;;mM-AC10/30117-FT / ARM-1804761 / FOURQUES;CH000004094397;PE000001906307;EN000011946422;;;BA000009912124;WIGA;ZN3010000266;;G652D;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-17 00-00-00;E;C;TR;FI000000000316;36;;;12;16178977;2.33;;;;;;;;;;;;;;
FI000016282566;16282566;0;;mM-975/30117-FT / PBO-SRO-BPI-11363897-006 / FOURQUES;CH000004008959;SU000000880668;EN000012002773;;BL000008026394;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-28;E;C;DI;FI000000000704;24;;;6;16282566;92.9;;;;;;;;;;;;;;
FI000016282498;16282498;0;;M-884/30117-FT / PBO-SRO-BPI-11363897-060 / FOURQUES;CH000003986249;CH000004317117;EN000012002769;;BL000008028046;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-23-17;E;C;DI;FI000000000706;48;;;6;16282498;46.54;;;;;;;;;;;;;;
FI000016282526;16282526;0;;BPE-821/30117-FT / M-AERIEN-11\PM897 / FOURQUES;CH000003985909;SU000000540489;EN000012002770;;EN000012002771;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-23-57;E;C;DI;FI000000000708;72;;;6;16282526;172;;;;;;;;;;;;;;
FI000016282508;16282508;0;;PBO-SRO-BPI-11363897-009 / PBO-SRO-BPI-11363897-010 / FOURQUES;CH000004309432;CH000004323262;BL000008028017;;BL000008028018;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-23-32;E;C;DI;FI000000000706;48;;;6;16282508;91.55;;;;;;;;;;;;;;
FI000016282512;16282512;0;;BPE-821/30117-FT / PBO-SRO-BPI-11363897-015 / FOURQUES;CH000003985909;CH000004309426;EN000012002770;;BL000008028023;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-23-37;E;C;DI;FI000000000704;24;;;6;16282512;63.11;;;;;;;;;;;;;;
FI000016282511;16282511;0;;BPE-821/30117-FT / PBO-SRO-BPI-11363897-070 / FOURQUES;CH000003985909;CH000004323232;EN000012002770;;BL000008027671;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-23-35;E;C;DI;FI000000000694;12;;;6;16282511;36.04;;;;;;;;;;;;;;
FI000016282506;16282506;0;;M-884/30117-FT / PBO-SRO-BPI-11363897-008 / FOURQUES;CH000003986249;CH000004315505;EN000012002769;;BL000008026396;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-23-29;E;C;DI;FI000000000706;48;;;6;16282506;91.71;;;;;;;;;;;;;;
FI000017833046;17833046;0;;PBO-SRO-BPI-11363897-059 O / PBO-SRO-BPI-11363897-050 E / 24FO / FOURQUES;CH000004310408;CH000004323202;BL000008028045;;BL000008027997;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A1;PCAB0000000225;GCAB0000000198;CST;REC;2020-03-24 00-00-00;E;C;DI;FI000000000632;24;;;6;17833046;256.56;;;;;;;;;;;;;;
FI000016282507;16282507;0;;PBO-SRO-BPI-11363897-008 / PBO-SRO-BPI-11363897-009 / FOURQUES;CH000004315505;CH000004309432;BL000008026396;;BL000008028017;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-23-30;E;C;DI;FI000000000706;48;;;6;16282507;42.75;;;;;;;;;;;;;;
FI000016282516;16282516;0;;BPE-821/30117-FT / PBO-SRO-BPI-11363897-037 / FOURQUES;CH000003985909;CH000004316800;EN000012002770;;BL000008028040;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-23-42;E;C;DI;FI000000000701;48;;;6;16282516;139.85;;;;;;;;;;;;;;
FI000016282553;16282553;0;;BPE-821/30117-FT / M-835/30117-FT / FOURQUES;CH000003985909;CH000004008955;EN000012002770;;EN000012002772;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A1;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-11;E;C;DI;FI000000000711;144;;;12;16282553;377.05;;;;;;;;;;;;;;
FI000016282589;16282589;0;;BPE-780/30117-FT / M-816/30117-FT / FOURQUES;CH000003984947;CH000003986231;EN000012002774;;EN000012002776;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-57;E;C;DI;FI000000001280;144;;;6;16282589;128.78;;;;;;;;;;;;;;
FI000016282584;16282584;0;;PBO-SRO-BPI-11363897-048 / PBO-SRO-BPI-11363897-051 / FOURQUES;CH000004323220;CH000004311359;BL000008027995;;BL000008027998;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-51;E;C;DI;FI000000000701;48;;;6;16282584;43.38;;;;;;;;;;;;;;
FI000016282560;16282560;0;;M-835/30117-FT / PBO-SRO-BPI-11363897-035 / FOURQUES;CH000004008955;CH000004323190;EN000012002772;;BL000008028038;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-20;E;C;DI;FI000000000694;12;;;6;16282560;56.25;;;;;;;;;;;;;;
FI000016282586;16282586;0;;PBO-SRO-BPI-11363897-055 / PBO-SRO-BPI-11363897-056 / FOURQUES;CH000004315511;CH000004316467;BL000008028074;;BL000008028075;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-53;E;C;DI;FI000000000701;48;;;6;16282586;21.98;;;;;;;;;;;;;;
FI000016282499;16282499;0;;PBO-SRO-BPI-11363897-060 / PBO-SRO-BPI-11363897-014 / FOURQUES;CH000004317117;CH000004094397;BL000008028046;;BL000008028022;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-23-19;E;C;DI;FI000000000694;12;;;6;16282499;116.19;;;;;;;;;;;;;;
FI000016282561;16282561;0;;M-835/30117-FT / PBO-SRO-BPI-11363897-026 / FOURQUES;CH000004008955;CH000004323214;EN000012002772;;BL000008028034;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-21;E;C;DI;FI000000000700;24;;;6;16282561;67.69;;;;;;;;;;;;;;
FI000016282505;16282505;0;;PBO-SRO-BPI-11363897-068 / PBO-SRO-BPI-11363897-001 / FOURQUES;CH000004312318;CH000004312320;BL000008027669;;BL000008026079;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-23-27;E;C;DI;FI000000000700;24;;;6;16282505;65.1;;;;;;;;;;;;;;
FI000016282565;16282565;0;;mM-975/30117-FT / PBO-SRO-BPI-11363897-002 / FOURQUES;CH000004008959;CH000004313607;EN000012002773;;BL000008026080;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-27;E;C;DI;FI000000000694;12;;;6;16282565;67.06;;;;;;;;;;;;;;
FI000016282563;16282563;0;;PBO-SRO-BPI-11363897-026 / PBO-SRO-BPI-11363897-028 / FOURQUES;CH000004323214;CH000004311707;BL000008028034;;BL000008028036;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-24;E;C;DI;FI000000000700;24;;;6;16282563;59.42;;;;;;;;;;;;;;
FI000016282562;16282562;0;;PBO-SRO-BPI-11363897-026 / PBO-SRO-BPI-11363897-027 / FOURQUES;CH000004323214;CH000004313616;BL000008028034;;BL000008028035;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-23;E;C;DI;FI000000000694;12;;;6;16282562;42.49;;;;;;;;;;;;;;
FI000016282575;16282575;0;;PBO-SRO-BPI-11363897-044 / PBO-SRO-BPI-11363897-066 / FOURQUES;CH000004323204;CH000004323244;BL000008028068;;BL000008028097;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-39;E;C;DI;FI000000000700;24;;;6;16282575;47.5;;;;;;;;;;;;;;
FI000016282509;16282509;0;;PBO-SRO-BPI-11363897-010 / PBO-SRO-BPI-11363897-007 / FOURQUES;CH000004323262;SU000000870123;BL000008028018;;BL000008026395;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-23-33;E;C;DI;FI000000000706;48;;;6;16282509;19.84;;;;;;;;;;;;;;
FI000016282574;16282574;0;;BPE-780/30117-FT / PBO-SRO-BPI-11363897-044 / FOURQUES;CH000003984947;CH000004323204;EN000012002774;;BL000008028068;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-38;E;C;DI;FI000000000700;24;;;6;16282574;45.34;;;;;;;;;;;;;;
FI000016282502;16282502;0;;PBO-SRO-BPI-11363897-062 / PBO-SRO-BPI-11363897-063 / FOURQUES;SU000000880663;SU000000880790;BL000008028048;;BL000008028081;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-23-23;E;C;DI;FI000000000706;48;;;6;16282502;61.66;;;;;;;;;;;;;;
FI000016282570;16282570;0;;PBO-SRO-BPI-11363897-005 / PBO-SRO-BPI-11363897-067 / FOURQUES;SU000000880765;SU000000864654;BL000008027987;;BL000008028098;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-33;E;C;DI;FI000000000704;24;;;6;16282570;72.44;;;;;;;;;;;;;;
FI000016282548;16282548;0;;PBO-SRO-BPI-11363897-020 / PBO-SRO-BPI-11363897-021 / FOURQUES;HU000013029984;HU000013029985;BL000008027989;;BL000008027990;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-05;E;C;DI;FI000000000704;24;;;6;16282548;46.62;;;;;;;;;;;;;;
FI000016282514;16282514;0;;PBO-SRO-BPI-11363897-016 / PBO-SRO-BPI-11363897-017 / FOURQUES;SU000000869762;SU000000870110;BL000008028024;;BL000008028025;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-23-40;E;C;DI;FI000000000704;24;;;6;16282514;42.95;;;;;;;;;;;;;;
FI000016282547;16282547;0;;M-AERIEN-11\PM897 / PBO-SRO-BPI-11363897-020 / FOURQUES;SU000000540489;HU000013029984;EN000012002771;;BL000008027989;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-03;E;C;DI;FI000000000704;24;;;6;16282547;89.98;;;;;;;;;;;;;;
FI000016282501;16282501;0;;PBO-SRO-BPI-11363897-061 / PBO-SRO-BPI-11363897-062 / FOURQUES;SU000000880789;SU000000880663;BL000008028047;;BL000008028048;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-23-22;E;C;DI;FI000000000706;48;;;6;16282501;46.01;;;;;;;;;;;;;;
FI000016282518;16282518;0;;PBO-SRO-BPI-11363897-038 / PBO-SRO-BPI-11363897-036 / FOURQUES;CH000004323264;CH000004316798;BL000008028041;;BL000008028039;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-23-45;E;C;DI;FI000000000701;48;;;6;16282518;84.61;;;;;;;;;;;;;;
FI000016282573;16282573;0;;PBO-SRO-BPI-11363897-039 / PBO-SRO-BPI-11363897-040 / FOURQUES;CH000004311348;CH000004311353;BL000008028042;;BL000008028032;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-37;E;C;DI;FI000000000694;12;;;6;16282573;41.78;;;;;;;;;;;;;;
FI000016282572;16282572;0;;BPE-780/30117-FT / PBO-SRO-BPI-11363897-039 / FOURQUES;CH000003984947;CH000004311348;EN000012002774;;BL000008028042;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-36;E;C;DI;FI000000000694;12;;;6;16282572;41.41;;;;;;;;;;;;;;
FI000016282557;16282557;0;;PBO-SRO-BPI-11363897-029 / PBO-SRO-BPI-11363897-031 / FOURQUES;CH000004317428;CH000004311345;BL000008028037;;BL000008028028;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-16;E;C;DI;FI000000000702;72;;;6;16282557;36.78;;;;;;;;;;;;;;
FI000016282556;16282556;0;;PBO-SRO-BPI-11363897-034 / PBO-SRO-BPI-11363897-029 / FOURQUES;CH000004317426;CH000004317428;BL000008028031;;BL000008028037;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657A2;PCAB0000000225;GCAB0000000198;CST;REC;2019-10-28 12-24-15;E;C;DI;FI000000000702;72;;;6;16282556;72.85;;;;;;;;;;;;;;
