cb_code;cb_codeext;cb_abandon;cb_perirec;cb_etiquet;cb_nd1;cb_nd2;cb_bp1;cb_ba1;cb_bp2;cb_ba2;cb_r1_code;cb_r2_code;cb_r3_code;cb_fo_type;cb_prop;cb_gest;cb_proptyp;cb_statut;cb_dateins;cb_avct;cb_typephy;cb_typelog;cb_rf_code;cb_capafo;cb_fo_disp;cb_fo_util;cb_modulo;cb_cabphy;cb_lgreel;cb_r4_code;cb_user;cb_etat;cb_datemes;cb_tech;cb_diam;cb_color;cb_localis;cb_comment;cb_creadat;cb_majdate;cb_majsrc;cb_abddate;cb_abdsrc
CR000033692761;33692761;0;;PBO-SRO-BPI-11363897-038-3-CT-2536-8970-1;CH000004323264;IM00000000000000000000000ID-301170000089;BL000008028041;;PTO00033692761;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657;PSIT0000000125;GSIT0000000140;CST;REC;2020-10-17 11-11-11;S;C;RA;CR000000000304;1;;;1;33692761;38.68;;;;;;;;;;;;;;
CR000056980391;56980391;0;;PBO-SRO-BPI-11363897-011-3-WI-8681-0350-1;SU000000863688;IM00000000000000000000000ID-30117000005H;BL000008028019;;PTO00056980391;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657;PSIT0000000125;GSIT0000000140;CST;REC;2022-11-17 11-11-11;S;C;RA;CR000000000304;1;;;1;56980391;133.56;;;;;;;;;;;;;;
CR000083028231;83028231;0;;PBO-SRO-BPI-11363897-068-5-WI-B183-3393-1;CH000004312318;IM00000000000000000000000ID-30117000000G;BL000008027669;;PTO00083028231;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657;PSIT0000000125;GSIT0000000140;CST;REC;2023-09-11 11-11-11;S;C;RA;CR000000000304;1;;;1;83028231;12.37;;;;;;;;;;;;;;
CR000014252411;14252411;0;;PBO-SRO-BPI-11363897-025-3-CT-2536-7969-1;CH000004316479;IM00000000000000000000000ID-301170000068;BL000008028033;;PTO00014252411;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657;PSIT0000000125;GSIT0000000140;CST;REC;2021-11-18 11-11-11;S;C;RA;CR000000000304;1;;;1;14252411;24.14;;;;;;;;;;;;;;
CR000010597491;10597491;0;;PBO-SRO-BPI-11363897-054-2-CT-2536-9806-1;CH000004316159;IM00000000000000000000000ID-30117000007K;BL000008028073;;PTO00010597491;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657;PSIT0000000125;GSIT0000000140;CST;REC;2022-10-19 11-11-11;S;C;RA;CR000000000304;1;;;1;10597491;8.49;;;;;;;;;;;;;;
CR000039910411;39910411;0;;BE-03-117749607-5-WI-2698-2131-1;IM00000000000000000000000ID-30117000001L;IM00000000000000000000000ID-30117000001L;BL000008255515;;PTO00039910411;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657;PSIT0000000125;GSIT0000000140;CST;REC;2021-04-27 11-11-11;S;C;RA;CR000000000304;1;;;1;39910411;35;;;;;;;;;;;;;;
CR000022924231;22924231;0;;PBO-SRO-BPI-11363897-049-3-CT-2536-9509-1;CH000004323203;IM00000000000000000000000ID-30117000008G;BL000008027996;;PTO00022924231;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657;PSIT0000000125;GSIT0000000140;CST;REC;2020-12-14 11-11-11;S;C;RA;CR000000000304;1;;;1;22924231;25.63;;;;;;;;;;;;;;
CR000025566841;25566841;0;;PBO-SRO-BPI-11363897-061-4-CT-2537-0268-1;SU000000880789;IM00000000000000000000000ID-30117000000S;BL000008028047;;PTO00025566841;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657;PSIT0000000125;GSIT0000000140;CST;REC;2022-03-11 11-11-11;S;C;RA;CR000000000304;1;;;1;25566841;19.86;;;;;;;;;;;;;;
CR000014283441;14283441;0;;PBO-SRO-BPI-11363897-025-2-CT-2536-7947-1;CH000004316479;IM00000000000000000000000ID-30117000006N;BL000008028033;;PTO00014283441;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657;PSIT0000000125;GSIT0000000140;CST;REC;2021-01-22 11-11-11;S;C;RA;CR000000000304;1;;;1;14283441;29.8;;;;;;;;;;;;;;
CR000019723471;19723471;0;;PBO-SRO-BPI-11363897-047-3-CT-2536-9300-1;CH000004323219;IM00000000000000000000000ID-30117000003Y;BL000008027994;;PTO00019723471;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657;PSIT0000000125;GSIT0000000140;CST;REC;2021-06-08 11-11-11;S;C;RA;CR000000000304;1;;;1;19723471;17.96;;;;;;;;;;;;;;
CR000004471121;4471121;0;;PBO-SRO-BPI-11363897-067-1-CT-2537-0642-1;SU000000864654;IM00000000000000000000000ID-3011700000V3;BL000008028098;;PTO00004471121;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657;PSIT0000000125;GSIT0000000140;CST;REC;2021-12-08 11-11-11;E;C;RA;CR000000000304;1;;;1;4471121;87.8;;;;;;;;;;;;;;
CR000025127431;25127431;0;;PBO-SRO-BPI-11363897-039-3-CT-2536-9113-1;CH000004311348;IM00000000000000000000000ID-30117000005T;BL000008028042;;PTO00025127431;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657;PSIT0000000125;GSIT0000000140;CST;REC;2021-11-03 11-11-11;S;C;RA;CR000000000304;1;;;1;25127431;47.33;;;;;;;;;;;;;;
CR000025210601;25210601;0;;PBO-SRO-BPI-11363897-058-4-CT-2537-0070-1;CH000004311358;IM00000000000000000000000ID-301170000037;BL000008028044;;PTO00025210601;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657;PSIT0000000125;GSIT0000000140;CST;REC;2020-08-26 11-11-11;S;C;RA;CR000000000304;1;;;1;25210601;6.8;;;;;;;;;;;;;;
CR000091087691;91087691;0;;PBO-SRO-BPI-11363897-036-2-WI-B199-1738-1;CH000004316798;IM00000000000000000000000ID-30117000005M;BL000008028039;;PTO00091087691;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657;PSIT0000000125;GSIT0000000140;CST;REC;2024-02-27 11-11-11;S;C;RA;CR000000000304;1;;;1;91087691;30.39;;;;;;;;;;;;;;
CR000033358211;33358211;0;;PBO-SRO-BPI-11363897-057-1-CT-2537-0004-1;CH000004316155;IM00000000000000000000000ID-30117000005S;BL000008028043;;PTO00033358211;;WIGA;ZN3010000266;ZS0000SRO-BPI-11363897;G657;PSIT0000000125;GSIT0000000140;CST;REC;2020-07-17 11-11-11;S;C;RA;CR000000000304;1;;;1;33358211;19.86;;;;;;;;;;;;;;
