fo_code;fo_cb_code;fo_nincab;fo_numtub;fo_nintub;fo_etat;fo_code_ext;fo_color;fo_reper;fo_proptyp;fo_comment;fo_creadat;fo_majdate;fo_majsrc;fo_abddate;fo_abdsrc
FOCR0000000001;CR000091663841;1;1;1;OK;;;;;;;;;;
FOCR0000000002;CR000036681521;1;1;1;OK;;;;;;;;;;
FOCR0000000003;CR000019301211;1;1;1;OK;;;;;;;;;;
FOCR0000000004;CR000006500401;1;1;1;OK;;;;;;;;;;
FOCR0000000005;CR000019580811;1;1;1;OK;;;;;;;;;;
FOCR0000000006;CR000016626521;1;1;1;OK;;;;;;;;;;
FOCR0000000007;CR000007590921;1;1;1;OK;;;;;;;;;;
FOCR0000000008;CR000089442931;1;1;1;OK;;;;;;;;;;
FOCR0000000009;CR000092322001;1;1;1;OK;;;;;;;;;;
FOCR0000000010;CR000027357261;1;1;1;OK;;;;;;;;;;
FOCR0000000011;CR000019461191;1;1;1;OK;;;;;;;;;;
FOCR0000000012;CR000033431911;1;1;1;OK;;;;;;;;;;
FOCR0000000013;CR000017720091;1;1;1;OK;;;;;;;;;;
FOCR0000000014;CR000014172641;1;1;1;OK;;;;;;;;;;
FOCR0000000015;CR000019375771;1;1;1;OK;;;;;;;;;;
FOCR0000000016;CR000030358581;1;1;1;OK;;;;;;;;;;
FOCR0000000017;CR000089705071;1;1;1;OK;;;;;;;;;;
FOCR0000000018;CR000022924231;1;1;1;OK;;;;;;;;;;
FOCR0000000019;CR000002682121;1;1;1;OK;;;;;;;;;;
FOCR0000000020;CR000026744171;1;1;1;OK;;;;;;;;;;
FOCR0000000021;CR000011585771;1;1;1;OK;;;;;;;;;;
FOCR0000000022;CR000025176021;1;1;1;OK;;;;;;;;;;
FOCR0000000023;CR000004070501;1;1;1;OK;;;;;;;;;;
FOCR0000000024;CR000020280691;1;1;1;OK;;;;;;;;;;
FOCR0000000025;CR000025566821;1;1;1;OK;;;;;;;;;;
FOCR0000000026;CR000039899031;1;1;1;OK;;;;;;;;;;
FOCR0000000027;CR000012824181;1;1;1;OK;;;;;;;;;;
FOCR0000000028;CR000033783031;1;1;1;OK;;;;;;;;;;
FOCR0000000029;CR000023507701;1;1;1;OK;;;;;;;;;;
FOCR0000000030;CR000039882451;1;1;1;OK;;;;;;;;;;
FOCR0000000031;CR000033548941;1;1;1;OK;;;;;;;;;;
FOCR0000000032;CR000099409391;1;1;1;OK;;;;;;;;;;
FOCR0000000033;CR000005312021;1;1;1;OK;;;;;;;;;;
FOCR0000000034;CR000004471121;1;1;1;OK;;;;;;;;;;
FOCR0000000035;CR000039885011;1;1;1;OK;;;;;;;;;;
FOCR0000000036;CR000035337681;1;1;1;OK;;;;;;;;;;
FOCR0000000037;CR000039927061;1;1;1;OK;;;;;;;;;;
FOCR0000000038;CR000040103621;1;1;1;OK;;;;;;;;;;
FOCR0000000039;CR000090623101;1;1;1;OK;;;;;;;;;;
FOCR0000000040;CR000033647281;1;1;1;OK;;;;;;;;;;
FOCR0000000041;CR000017754891;1;1;1;OK;;;;;;;;;;
FOCR0000000042;CR000025566841;1;1;1;OK;;;;;;;;;;
FOCR0000000043;CR000037018641;1;1;1;OK;;;;;;;;;;
FOCR0000000044;CR000029030811;1;1;1;OK;;;;;;;;;;
FOCR0000000045;CR000056980381;1;1;1;OK;;;;;;;;;;
FOCR0000000046;CR000040077771;1;1;1;OK;;;;;;;;;;
FOCR0000000047;CR000007495531;1;1;1;OK;;;;;;;;;;
FOCR0000000048;CR000019689021;1;1;1;OK;;;;;;;;;;
FOCR0000000049;CR000035332631;1;1;1;OK;;;;;;;;;;
FOCR0000000050;CR000020305121;1;1;1;OK;;;;;;;;;;
FOCR0000000051;CR000010605821;1;1;1;OK;;;;;;;;;;
FOCR0000000052;CR000082786791;1;1;1;OK;;;;;;;;;;
FOCR0000000053;CR000033400921;1;1;1;OK;;;;;;;;;;
FOCR0000000054;CR000036685001;1;1;1;OK;;;;;;;;;;
FOCR0000000055;CR000013734441;1;1;1;OK;;;;;;;;;;
FOCR0000000056;CR000019484671;1;1;1;OK;;;;;;;;;;
FOCR0000000057;CR000033692891;1;1;1;OK;;;;;;;;;;
FOCR0000000058;CR000039993371;1;1;1;OK;;;;;;;;;;
FOCR0000000059;CR000033623341;1;1;1;OK;;;;;;;;;;
FOCR0000000060;CR000040092111;1;1;1;OK;;;;;;;;;;
FOCR0000000061;CR000035384591;1;1;1;OK;;;;;;;;;;
FOCR0000000062;CR000031097711;1;1;1;OK;;;;;;;;;;
FOCR0000000063;CR000032587611;1;1;1;OK;;;;;;;;;;
FOCR0000000064;CR000019469861;1;1;1;OK;;;;;;;;;;
FOCR0000000065;CR000005276871;1;1;1;OK;;;;;;;;;;
FOCR0000000066;CR000003033071;1;1;1;OK;;;;;;;;;;
FOCR0000000067;CR000023365241;1;1;1;OK;;;;;;;;;;
FOCR0000000068;CR000007455681;1;1;1;OK;;;;;;;;;;
FOCR0000000069;CR000022895011;1;1;1;OK;;;;;;;;;;
FOCR0000000070;CR000039936851;1;1;1;OK;;;;;;;;;;
FOCR0000000071;CR000038427731;1;1;1;OK;;;;;;;;;;
FOCR0000000072;CR000002538371;1;1;1;OK;;;;;;;;;;
FOCR0000000073;CR000014696761;1;1;1;OK;;;;;;;;;;
FOCR0000000074;CR000007545381;1;1;1;OK;;;;;;;;;;
FOCR0000000075;CR000022285831;1;1;1;OK;;;;;;;;;;
FOCR0000000076;CR000013850041;1;1;1;OK;;;;;;;;;;
FOCR0000000077;CR000081093231;1;1;1;OK;;;;;;;;;;
FOCR0000000078;CR000019334051;1;1;1;OK;;;;;;;;;;
FOCR0000000079;CR000039910411;1;1;1;OK;;;;;;;;;;
FOCR0000000080;CR000036048671;1;1;1;OK;;;;;;;;;;
FOCR0000000081;CR000033096501;1;1;1;OK;;;;;;;;;;
FOCR0000000082;CR000003442091;1;1;1;OK;;;;;;;;;;
FOCR0000000083;CR000032639341;1;1;1;OK;;;;;;;;;;
FOCR0000000084;CR000039894271;1;1;1;OK;;;;;;;;;;
FOCR0000000085;CR000022924121;1;1;1;OK;;;;;;;;;;
FOCR0000000086;CR000014172851;1;1;1;OK;;;;;;;;;;
FOCR0000000087;CR000090873641;1;1;1;OK;;;;;;;;;;
FOCR0000000088;CR000019765711;1;1;1;OK;;;;;;;;;;
FOCR0000000089;CR000081823701;1;1;1;OK;;;;;;;;;;
FOCR0000000090;CR000039919311;1;1;1;OK;;;;;;;;;;
FOCR0000000091;CR000033499301;1;1;1;OK;;;;;;;;;;
FOCR0000000092;CR000031097641;1;1;1;OK;;;;;;;;;;
FOCR0000000093;CR000019461161;1;1;1;OK;;;;;;;;;;
FOCR0000000094;CR000089336571;1;1;1;OK;;;;;;;;;;
FOCR0000000095;CR000025160771;1;1;1;OK;;;;;;;;;;
FOCR0000000096;CR000013878251;1;1;1;OK;;;;;;;;;;
FOCR0000000097;CR000089378951;1;1;1;OK;;;;;;;;;;
FOCR0000000098;CR000019416901;1;1;1;OK;;;;;;;;;;
FOCR0000000099;CR000025105161;1;1;1;OK;;;;;;;;;;
FOCR0000000100;CR000005424011;1;1;1;OK;;;;;;;;;;
FOCR0000000101;CR000067706191;1;1;1;OK;;;;;;;;;;
FOCR0000000102;CR000039897551;1;1;1;OK;;;;;;;;;;
FOCR0000000103;CR000033499371;1;1;1;OK;;;;;;;;;;
FOCR0000000104;CR000016579251;1;1;1;OK;;;;;;;;;;
FOCR0000000105;CR000039894481;1;1;1;OK;;;;;;;;;;
FOCR0000000106;CR000034398021;1;1;1;OK;;;;;;;;;;
FOCR0000000107;CR000002949421;1;1;1;OK;;;;;;;;;;
FOCR0000000108;CR000014846531;1;1;1;OK;;;;;;;;;;
FOCR0000000109;CR000033734211;1;1;1;OK;;;;;;;;;;
FOCR0000000110;CR000028970661;1;1;1;OK;;;;;;;;;;
FOCR0000000111;CR000002682181;1;1;1;OK;;;;;;;;;;
FOCR0000000112;CR000039885301;1;1;1;OK;;;;;;;;;;
FOCR0000000113;CR000014688471;1;1;1;OK;;;;;;;;;;
FOCR0000000114;CR000032656961;1;1;1;OK;;;;;;;;;;
FOCR0000000115;CR000039888741;1;1;1;OK;;;;;;;;;;
FOCR0000000116;CR000005424071;1;1;1;OK;;;;;;;;;;
FOCR0000000117;CR000030336331;1;1;1;OK;;;;;;;;;;
FOCR0000000118;CR000033620361;1;1;1;OK;;;;;;;;;;
FOCR0000000119;CR000092253931;1;1;1;OK;;;;;;;;;;
FOCR0000000120;CR000033702061;1;1;1;OK;;;;;;;;;;
FOCR0000000121;CR000040147021;1;1;1;OK;;;;;;;;;;
FOCR0000000122;CR000079159861;1;1;1;OK;;;;;;;;;;
FOCR0000000123;CR000019349241;1;1;1;OK;;;;;;;;;;
FOCR0000000124;CR000033499201;1;1;1;OK;;;;;;;;;;
FOCR0000000125;CR000023388951;1;1;1;OK;;;;;;;;;;
FOCR0000000126;CR000025210601;1;1;1;OK;;;;;;;;;;
FOCR0000000127;CR000081828641;1;1;1;OK;;;;;;;;;;
FOCR0000000128;CR000025150681;1;1;1;OK;;;;;;;;;;
FOCR0000000129;CR000014172761;1;1;1;OK;;;;;;;;;;
FOCR0000000130;CR000019481921;1;1;1;OK;;;;;;;;;;
FOCR0000000131;CR000006472471;1;1;1;OK;;;;;;;;;;
FOCR0000000132;CR000033381581;1;1;1;OK;;;;;;;;;;
FOCR0000000133;CR000022354311;1;1;1;OK;;;;;;;;;;
FOCR0000000134;CR000039894261;1;1;1;OK;;;;;;;;;;
FOCR0000000135;CR000091563781;1;1;1;OK;;;;;;;;;;
FOCR0000000136;CR000025130971;1;1;1;OK;;;;;;;;;;
FO000000000437;FI000016282568;14;3;2;OK;;;;;;;;;;
FO000000000438;FI000016282500;34;6;4;OK;;;;;;;;;;
FO000000000439;FI000016282557;37;7;1;OK;;;;;;;;;;
FO000000000440;FI000016282526;41;7;5;OK;;;;;;;;;;
FO000000000441;FI000016178977;20;2;8;OK;;;;;;;;;;
FO000000000442;FI000016282497;61;11;1;OK;;;;;;;;;;
FO000000000443;FI000016282516;5;1;5;OK;;;;;;;;;;
FO000000000444;FI000016282571;30;3;6;OK;;;;;;;;;;
FO000000000445;FI000016282527;4;1;4;OK;;;;;;;;;;
FO000000000446;FI000016282510;16;2;4;OK;;;;;;;;;;
FO000000000447;FI000016282571;84;7;12;OK;;;;;;;;;;
FO000000000448;FI000016282526;3;1;3;OK;;;;;;;;;;
FO000000000449;FI000016282550;7;2;1;OK;;;;;;;;;;
FO000000000450;FI000016282516;1;1;1;OK;;;;;;;;;;
FO000000000451;FI000016282588;31;6;1;OK;;;;;;;;;;
FO000000000452;FI000016282582;30;5;6;OK;;;;;;;;;;
FO000000000453;FI000016282522;32;6;2;OK;;;;;;;;;;
FO000000000454;FI000016178978;9;1;9;OK;;;;;;;;;;
FO000000000455;FI000016282545;16;3;4;OK;;;;;;;;;;
FO000000000456;FI000016282568;18;3;6;OK;;;;;;;;;;
FO000000000457;FI000016282510;247;21;7;OK;;;;;;;;;;
FO000000000458;FI000016282510;101;9;5;OK;;;;;;;;;;
FO000000000459;FI000016178977;8;1;8;OK;;;;;;;;;;
FO000000000460;FI000016178978;11;1;11;OK;;;;;;;;;;
FO000000000461;FI000016282497;43;8;1;OK;;;;;;;;;;
FO000000000462;FI000016282571;111;10;3;OK;;;;;;;;;;
FO000000000463;FI000016560081;6;1;6;OK;;;;;;;;;;
FO000000000464;FI000016282553;47;4;11;OK;;;;;;;;;;
FO000000000465;FI000016282521;33;6;3;OK;;;;;;;;;;
FO000000000466;FI000016560084;19;4;1;OK;;;;;;;;;;
FO000000000467;FI000016178977;7;1;7;OK;;;;;;;;;;
FO000000000468;FI000016282563;18;3;6;OK;;;;;;;;;;
FO000000000469;FI000016282589;102;17;6;OK;;;;;;;;;;
FO000000000470;FI000016282500;31;6;1;OK;;;;;;;;;;
FO000000000471;FI000016282574;21;4;3;OK;;;;;;;;;;
FO000000000472;FI000016282522;52;9;4;OK;;;;;;;;;;
FO000000000473;FI000016282577;3;1;3;OK;;;;;;;;;;
FO000000000474;FI000016282589;55;10;1;OK;;;;;;;;;;
FO000000000475;FI000016282553;6;1;6;OK;;;;;;;;;;
FO000000000476;FI000016282571;251;21;11;OK;;;;;;;;;;
FO000000000477;FI000016282574;6;1;6;OK;;;;;;;;;;
FO000000000478;FI000016282589;9;2;3;OK;;;;;;;;;;
FO000000000479;FI000016282510;102;9;6;OK;;;;;;;;;;
FO000000000480;FI000016282571;262;22;10;OK;;;;;;;;;;
FO000000000481;FI000016282575;21;4;3;OK;;;;;;;;;;
FO000000000482;FI000016282519;13;3;1;OK;;;;;;;;;;
FO000000000483;FI000016282571;263;22;11;OK;;;;;;;;;;
FO000000000484;FI000033715028;13;3;1;OK;;;;;;;;;;
FO000000000485;FI000016494785;11;2;5;OK;;;;;;;;;;
FO000000000486;FI000016282573;7;2;1;OK;;;;;;;;;;
FO000000000487;FI000016282505;12;2;6;OK;;;;;;;;;;
FO000000000488;FI000016282571;266;23;2;OK;;;;;;;;;;
FO000000000489;FI000016282553;22;2;10;OK;;;;;;;;;;
FO000000000490;FI000016282525;54;9;6;OK;;;;;;;;;;
FO000000000491;FI000016282526;40;7;4;OK;;;;;;;;;;
FO000000000492;FI000016282584;20;4;2;OK;;;;;;;;;;
FO000000000493;FI000016282510;13;2;1;OK;;;;;;;;;;
FO000000000494;FI000016282589;5;1;5;OK;;;;;;;;;;
FO000000000495;FI000016282506;9;2;3;OK;;;;;;;;;;
FO000000000496;FI000016282498;20;4;2;OK;;;;;;;;;;
FO000000000497;FI000016282571;113;10;5;OK;;;;;;;;;;
FO000000000498;FI000016282561;20;4;2;OK;;;;;;;;;;
FO000000000499;FI000016282547;10;2;4;OK;;;;;;;;;;
FO000000000500;FI000016282550;8;2;2;OK;;;;;;;;;;
FO000000000501;FI000016560083;5;1;5;OK;;;;;;;;;;
FO000000000502;FI000016282523;48;8;6;OK;;;;;;;;;;
FO000000000503;FI000016282556;28;5;4;OK;;;;;;;;;;
FO000000000504;FI000016176358;129;11;9;OK;;;;;;;;;;
FO000000000505;FI000016282561;7;2;1;OK;;;;;;;;;;
FO000000000506;FI000016282510;158;14;2;OK;;;;;;;;;;
FO000000000507;FI000016282502;29;5;5;OK;;;;;;;;;;
FO000000000508;FI000016282552;25;5;1;OK;;;;;;;;;;
FO000000000509;FI000016282526;19;4;1;OK;;;;;;;;;;
FO000000000510;FI000016282510;283;24;7;OK;;;;;;;;;;
FO000000000511;FI000016282578;19;4;1;OK;;;;;;;;;;
FO000000000512;FI000016282510;89;8;5;OK;;;;;;;;;;
FO000000000513;FI000016282571;44;4;8;OK;;;;;;;;;;
FO000000000514;FI000016282571;101;9;5;OK;;;;;;;;;;
FO000000000515;FI000016282510;135;12;3;OK;;;;;;;;;;
FO000000000516;FI000016282510;233;20;5;OK;;;;;;;;;;
FO000000000517;FI000016282523;49;9;1;OK;;;;;;;;;;
FO000000000518;FI000016282554;6;1;6;OK;;;;;;;;;;
FO000000000519;FI000016282589;20;4;2;OK;;;;;;;;;;
FO000000000520;FI000016918438;1;1;1;OK;;;;;;;;;;
FO000000000521;FI000016282510;201;17;9;OK;;;;;;;;;;
FO000000000522;FI000016918439;6;1;6;OK;;;;;;;;;;
FO000000000523;FI000016282504;8;2;2;OK;;;;;;;;;;
FO000000000524;FI000016560081;3;1;3;OK;;;;;;;;;;
FO000000000525;FI000016282553;70;6;10;OK;;;;;;;;;;
FO000000000526;FI000016560081;7;2;1;OK;;;;;;;;;;
FO000000000527;FI000016282571;237;20;9;OK;;;;;;;;;;
FO000000000528;FI000016282516;7;2;1;OK;;;;;;;;;;
FO000000000529;FI000016282571;40;4;4;OK;;;;;;;;;;
FO000000000530;FI000016282510;106;9;10;OK;;;;;;;;;;
FO000000000531;FI000016282571;216;18;12;OK;;;;;;;;;;
FO000000000532;FI000033715028;45;8;3;OK;;;;;;;;;;
FO000000000533;FI000016282571;23;2;11;OK;;;;;;;;;;
FO000000000534;FI000016282583;27;5;3;OK;;;;;;;;;;
FO000000000535;FI000016282571;158;14;2;OK;;;;;;;;;;
FO000000000536;FI000016282510;133;12;1;OK;;;;;;;;;;
FO000000000537;FI000016282571;13;2;1;OK;;;;;;;;;;
FO000000000538;FI000016282506;29;5;5;OK;;;;;;;;;;
FO000000000539;FI000016282571;273;23;9;OK;;;;;;;;;;
FO000000000540;FI000016178983;117;10;9;OK;;;;;;;;;;
FO000000000541;FI000016282551;26;5;2;OK;;;;;;;;;;
FO000000000542;FI000016282551;30;5;6;OK;;;;;;;;;;
FO000000000543;FI000016282589;16;3;4;OK;;;;;;;;;;
FO000000000544;FI000016282588;27;5;3;OK;;;;;;;;;;
FO000000000545;FI000016282497;9;2;3;OK;;;;;;;;;;
FO000000000546;FI000016282528;1;1;1;OK;;;;;;;;;;
FO000000000547;FI000016282553;31;3;7;OK;;;;;;;;;;
FO000000000548;FI000016282497;104;18;2;OK;;;;;;;;;;
FO000000000549;FI000016282497;6;1;6;OK;;;;;;;;;;
FO000000000550;FI000016282553;49;5;1;OK;;;;;;;;;;
FO000000000551;FI000016282516;13;3;1;OK;;;;;;;;;;
FO000000000552;FI000016560081;13;3;1;OK;;;;;;;;;;
FO000000000553;FI000016282552;22;4;4;OK;;;;;;;;;;
FO000000000554;FI000016282585;28;5;4;OK;;;;;;;;;;
FO000000000555;FI000016282589;25;5;1;OK;;;;;;;;;;
FO000000000556;FI000016282556;33;6;3;OK;;;;;;;;;;
FO000000000557;FI000016282519;50;9;2;OK;;;;;;;;;;
FO000000000558;FI000016282589;94;16;4;OK;;;;;;;;;;
FO000000000559;FI000016282510;225;19;9;OK;;;;;;;;;;
FO000000000560;FI000016560081;33;6;3;OK;;;;;;;;;;
FO000000000561;FI000016282497;84;14;6;OK;;;;;;;;;;
FO000000000562;FI000016282510;11;1;11;OK;;;;;;;;;;
FO000000000563;FI000016282510;109;10;1;OK;;;;;;;;;;
FO000000000564;FI000016282571;43;4;7;OK;;;;;;;;;;
FO000000000565;FI000016282553;9;1;9;OK;;;;;;;;;;
FO000000000566;FI000033715028;12;2;6;OK;;;;;;;;;;
FO000000000567;FI000016282510;56;5;8;OK;;;;;;;;;;
FO000000000568;FI000016282551;23;4;5;OK;;;;;;;;;;
FO000000000569;FI000016282576;21;4;3;OK;;;;;;;;;;
FO000000000570;FI000016282571;248;21;8;OK;;;;;;;;;;
FO000000000571;FI000016282577;5;1;5;OK;;;;;;;;;;
FO000000000572;FI000016282497;112;19;4;OK;;;;;;;;;;
FO000000000573;FI000016282510;267;23;3;OK;;;;;;;;;;
FO000000000574;FI000016282553;19;2;7;OK;;;;;;;;;;
FO000000000575;FI000016282575;12;2;6;OK;;;;;;;;;;
FO000000000576;FI000016282526;5;1;5;OK;;;;;;;;;;
FO000000000577;FI000016560081;8;2;2;OK;;;;;;;;;;
FO000000000578;FI000016282497;70;12;4;OK;;;;;;;;;;
FO000000000579;FI000016282510;12;1;12;OK;;;;;;;;;;
FO000000000580;FI000016494785;2;1;2;OK;;;;;;;;;;
FO000000000581;FI000016282589;13;3;1;OK;;;;;;;;;;
FO000000000582;FI000016282589;19;4;1;OK;;;;;;;;;;
FO000000000583;FI000016282581;11;2;5;OK;;;;;;;;;;
FO000000000584;FI000016178977;3;1;3;OK;;;;;;;;;;
FO000000000585;FI000016282583;21;4;3;OK;;;;;;;;;;
FO000000000586;FI000016282551;19;4;1;OK;;;;;;;;;;
FO000000000587;FI000016282527;3;1;3;OK;;;;;;;;;;
FO000000000588;FI000016282571;116;10;8;OK;;;;;;;;;;
FO000000000589;FI000016282520;9;2;3;OK;;;;;;;;;;
FO000000000590;FI000016282521;37;7;1;OK;;;;;;;;;;
FO000000000591;FI000016282571;134;12;2;OK;;;;;;;;;;
FO000000000592;FI000016282589;63;11;3;OK;;;;;;;;;;
FO000000000593;FI000016282553;21;2;9;OK;;;;;;;;;;
FO000000000594;FI000016282589;49;9;1;OK;;;;;;;;;;
FO000000000595;FI000016282589;68;12;2;OK;;;;;;;;;;
FO000000000596;FI000033715028;47;8;5;OK;;;;;;;;;;
FO000000000597;FI000016282577;8;2;2;OK;;;;;;;;;;
FO000000000598;FI000016282519;58;10;4;OK;;;;;;;;;;
FO000000000599;FI000016282513;16;3;4;OK;;;;;;;;;;
FO000000000600;FI000016282510;86;8;2;OK;;;;;;;;;;
FO000000000601;FI000016282524;52;9;4;OK;;;;;;;;;;
FO000000000602;FI000016282571;163;14;7;OK;;;;;;;;;;
FO000000000603;FI000016282571;36;3;12;OK;;;;;;;;;;
FO000000000604;FI000016282505;9;2;3;OK;;;;;;;;;;
FO000000000605;FI000016494785;21;4;3;OK;;;;;;;;;;
FO000000000606;FI000016282497;92;16;2;OK;;;;;;;;;;
FO000000000607;FI000016282497;90;15;6;OK;;;;;;;;;;
FO000000000608;FI000016282571;26;3;2;OK;;;;;;;;;;
FO000000000609;FI000016282502;26;5;2;OK;;;;;;;;;;
FO000000000610;FI000016282554;13;3;1;OK;;;;;;;;;;
FO000000000611;FI000016282571;114;10;6;OK;;;;;;;;;;
FO000000000612;FI000016282507;21;4;3;OK;;;;;;;;;;
FO000000000613;FI000016282571;149;13;5;OK;;;;;;;;;;
FO000000000614;FI000016282516;24;4;6;OK;;;;;;;;;;
FO000000000615;FI000016282552;21;4;3;OK;;;;;;;;;;
FO000000000616;FI000016282509;26;5;2;OK;;;;;;;;;;
FO000000000617;FI000016282510;252;21;12;OK;;;;;;;;;;
FO000000000618;FI000016282497;59;10;5;OK;;;;;;;;;;
FO000000000619;FI000016282582;13;3;1;OK;;;;;;;;;;
FO000000000620;FI000016282497;15;3;3;OK;;;;;;;;;;
FO000000000621;FI000016282528;10;2;4;OK;;;;;;;;;;
FO000000000622;FI000016282502;31;6;1;OK;;;;;;;;;;
FO000000000623;FI000016282511;1;1;1;OK;;;;;;;;;;
FO000000000624;FI000016282567;15;3;3;OK;;;;;;;;;;
FO000000000625;FI000016282571;127;11;7;OK;;;;;;;;;;
FO000000000626;FI000016560084;23;4;5;OK;;;;;;;;;;
FO000000000627;FI000016282510;29;3;5;OK;;;;;;;;;;
FO000000000628;FI000016282588;37;7;1;OK;;;;;;;;;;
FOCR0000000137;CR000036675361;1;1;1;OK;;;;;;;;;;
FOCR0000000138;CR000099496801;1;1;1;OK;;;;;;;;;;
FOCR0000000139;CR000014175521;1;1;1;OK;;;;;;;;;;
FOCR0000000140;CR000040180311;1;1;1;OK;;;;;;;;;;
FOCR0000000141;CR000034277141;1;1;1;OK;;;;;;;;;;
FOCR0000000142;CR000039940281;1;1;1;OK;;;;;;;;;;
FOCR0000000143;CR000023477421;1;1;1;OK;;;;;;;;;;
FOCR0000000144;CR000022901031;1;1;1;OK;;;;;;;;;;
FOCR0000000145;CR000033358211;1;1;1;OK;;;;;;;;;;
FOCR0000000146;CR000079773101;1;1;1;OK;;;;;;;;;;
FOCR0000000147;CR000031077091;1;1;1;OK;;;;;;;;;;
FOCR0000000148;CR000010597491;1;1;1;OK;;;;;;;;;;
FOCR0000000149;CR000094405851;1;1;1;OK;;;;;;;;;;
FOCR0000000150;CR000016595311;1;1;1;OK;;;;;;;;;;
FOCR0000000151;CR000033033141;1;1;1;OK;;;;;;;;;;
FOCR0000000152;CR000016585201;1;1;1;OK;;;;;;;;;;
FOCR0000000153;CR000033692761;1;1;1;OK;;;;;;;;;;
FOCR0000000154;CR000033358301;1;1;1;OK;;;;;;;;;;
FOCR0000000155;CR000007462491;1;1;1;OK;;;;;;;;;;
FOCR0000000156;CR000039610501;1;1;1;OK;;;;;;;;;;
FOCR0000000157;CR000025484431;1;1;1;OK;;;;;;;;;;
FOCR0000000158;CR000039919211;1;1;1;OK;;;;;;;;;;
FOCR0000000159;CR000019576981;1;1;1;OK;;;;;;;;;;
FOCR0000000160;CR000019478771;1;1;1;OK;;;;;;;;;;
FOCR0000000161;CR000006490831;1;1;1;OK;;;;;;;;;;
FOCR0000000162;CR000033075061;1;1;1;OK;;;;;;;;;;
FOCR0000000163;CR000091391021;1;1;1;OK;;;;;;;;;;
FOCR0000000164;CR000011556491;1;1;1;OK;;;;;;;;;;
FOCR0000000165;CR000035420151;1;1;1;OK;;;;;;;;;;
FOCR0000000166;CR000082177871;1;1;1;OK;;;;;;;;;;
FOCR0000000167;CR000035930271;1;1;1;OK;;;;;;;;;;
FOCR0000000168;CR000022924161;1;1;1;OK;;;;;;;;;;
FOCR0000000169;CR000013850251;1;1;1;OK;;;;;;;;;;
FOCR0000000170;CR000007556761;1;1;1;OK;;;;;;;;;;
FOCR0000000171;CR000033673071;1;1;1;OK;;;;;;;;;;
FOCR0000000172;CR000007405291;1;1;1;OK;;;;;;;;;;
FOCR0000000173;CR000035335981;1;1;1;OK;;;;;;;;;;
FOCR0000000174;CR000081711191;1;1;1;OK;;;;;;;;;;
FOCR0000000175;CR000028977451;1;1;1;OK;;;;;;;;;;
FOCR0000000176;CR000003442401;1;1;1;OK;;;;;;;;;;
FOCR0000000177;CR000033075471;1;1;1;OK;;;;;;;;;;
FOCR0000000178;CR000025663181;1;1;1;OK;;;;;;;;;;
FOCR0000000179;CR000067744121;1;1;1;OK;;;;;;;;;;
FOCR0000000180;CR000035381241;1;1;1;OK;;;;;;;;;;
FOCR0000000181;CR000025553871;1;1;1;OK;;;;;;;;;;
FOCR0000000182;CR000033527511;1;1;1;OK;;;;;;;;;;
FOCR0000000183;CR000039980751;1;1;1;OK;;;;;;;;;;
FOCR0000000184;CR000007455771;1;1;1;OK;;;;;;;;;;
FOCR0000000185;CR000039929581;1;1;1;OK;;;;;;;;;;
FOCR0000000186;CR000015261831;1;1;1;OK;;;;;;;;;;
FOCR0000000187;CR000029170381;1;1;1;OK;;;;;;;;;;
FOCR0000000188;CR000037018611;1;1;1;OK;;;;;;;;;;
FOCR0000000189;CR000006472371;1;1;1;OK;;;;;;;;;;
FOCR0000000190;CR000003444571;1;1;1;OK;;;;;;;;;;
FOCR0000000191;CR000014323171;1;1;1;OK;;;;;;;;;;
FOCR0000000192;CR000097001431;1;1;1;OK;;;;;;;;;;
FOCR0000000193;CR000014252411;1;1;1;OK;;;;;;;;;;
FOCR0000000194;CR000026738511;1;1;1;OK;;;;;;;;;;
FOCR0000000195;CR000093693101;1;1;1;OK;;;;;;;;;;
FOCR0000000196;CR000025118941;1;1;1;OK;;;;;;;;;;
FOCR0000000197;CR000017654101;1;1;1;OK;;;;;;;;;;
FOCR0000000198;CR000092688201;1;1;1;OK;;;;;;;;;;
FOCR0000000199;CR000035337851;1;1;1;OK;;;;;;;;;;
FOCR0000000200;CR000027284981;1;1;1;OK;;;;;;;;;;
FOCR0000000201;CR000025632121;1;1;1;OK;;;;;;;;;;
FOCR0000000202;CR000017667011;1;1;1;OK;;;;;;;;;;
FOCR0000000203;CR000019723301;1;1;1;OK;;;;;;;;;;
FOCR0000000204;CR000012884221;1;1;1;OK;;;;;;;;;;
FOCR0000000205;CR000025230271;1;1;1;OK;;;;;;;;;;
FOCR0000000206;CR000010597461;1;1;1;OK;;;;;;;;;;
FOCR0000000207;CR000033538991;1;1;1;OK;;;;;;;;;;
FOCR0000000208;CR000010861381;1;1;1;OK;;;;;;;;;;
FOCR0000000209;CR000025127431;1;1;1;OK;;;;;;;;;;
FOCR0000000210;CR000019388531;1;1;1;OK;;;;;;;;;;
FOCR0000000211;CR000016577741;1;1;1;OK;;;;;;;;;;
FOCR0000000212;CR000029233591;1;1;1;OK;;;;;;;;;;
FOCR0000000213;CR000036198891;1;1;1;OK;;;;;;;;;;
FOCR0000000214;CR000025632171;1;1;1;OK;;;;;;;;;;
FOCR0000000215;CR000080845611;1;1;1;OK;;;;;;;;;;
