pt_code;pt_codeext;pt_abandon;pt_etiquet;pt_perirec;pt_nd_code;pt_prop;pt_gest;pt_proptyp;pt_statut;pt_avct;pt_typephy;pt_nature;pt_secu;pt_a_struc;pt_a_haut;pt_nomvoie;pt_insee;pt_commune;pt_numero;pt_rep;pt_ad_code;pt_gest_do;pt_prop_do;pt_user;pt_etat;pt_datemes;pt_typelog;pt_rf_code;pt_occp;pt_a_dan;pt_a_dtetu;pt_a_passa;pt_a_strat;pt_detec;pt_local;pt_postal;pt_section;pt_idpar;pt_comment;pt_creadat;pt_majdate;pt_majsrc;pt_abddate;pt_abdsrc
PA000003958472;3958472;0;;;PA000003958472;VIR00000000001;VIR00000000001;CST;REC;E;Z;IND;0;;;Fourques;30117;Fourques;1;;;;;;;;;;;;;;;;;;;;;;;;;
PA000003916832;3916832;0;;;PA000003916832;VIR00000000001;VIR00000000001;CST;REC;E;Z;IND;0;;;Fourques;30117;Fourques;1;;;;;;;;;;;;;;;;;;;;;;;;;
PA000003913872;3913872;0;;;PA000003913872;VIR00000000001;VIR00000000001;CST;REC;E;Z;IND;0;;;Fourques;30117;Fourques;1;;;;;;;;;;;;;;;;;;;;;;;;;
PA000003904132;3904132;0;;;PA000003904132;VIR00000000001;VIR00000000001;CST;REC;E;Z;IND;0;;;Fourques;30117;Fourques;1;;;;;;;;;;;;;;;;;;;;;;;;;
PA000032957311;32957311;0;;;PA000032957311;VIR00000000001;VIR00000000001;CST;REC;E;Z;IND;0;;;Fourques;30117;Fourques;1;;;;;;;;;;;;;;;;;;;;;;;;;
PA000032899722;32899722;0;;;PA000032899722;VIR00000000001;VIR00000000001;CST;REC;E;Z;IND;0;;;Fourques;30117;Fourques;1;;;;;;;;;;;;;;;;;;;;;;;;;
PA000032899732;32899732;0;;;PA000032899732;VIR00000000001;VIR00000000001;CST;REC;E;Z;IND;0;;;Fourques;30117;Fourques;1;;;;;;;;;;;;;;;;;;;;;;;;;
PA000032896511;32896511;0;;;PA000032896511;VIR00000000001;VIR00000000001;CST;REC;E;Z;IND;0;;;Fourques;30117;Fourques;1;;;;;;;;;;;;;;;;;;;;;;;;;
PA000033050182;33050182;0;;;PA000033050182;VIR00000000001;VIR00000000001;CST;REC;E;Z;IND;0;;;Fourques;30117;Fourques;1;;;;;;;;;;;;;;;;;;;;;;;;;
PA000032934942;32934942;0;;;PA000032934942;VIR00000000001;VIR00000000001;CST;REC;E;Z;IND;0;;;Fourques;30117;Fourques;1;;;;;;;;;;;;;;;;;;;;;;;;;
PA000032832652;32832652;0;;;PA000032832652;VIR00000000001;VIR00000000001;CST;REC;E;Z;IND;0;;;Fourques;30117;Fourques;1;;;;;;;;;;;;;;;;;;;;;;;;;
