lv_id;lv_cb_code;lv_nd_code;lv_long;lv_creadat;lv_majdate;lv_majsrc;lv_abddate;lv_abdsrc
333;CR000037018641;IM00000000000000000000000ID-301170000050;0;;;;;
334;CR000090873641;IM00000000000000000000000ID-30117000001L;0;;;;;
335;CR000033449681;IM00000000000000000000000ID-30117000005U;0;;;;;
336;FI000016282527;SU000000869763;0;;;;;
337;FI000016282549;HU000013029986;0;;;;;
338;FI000016282569;SU000000880765;0;;;;;
339;FI000016282568;SU000000870120;0;;;;;
340;CR000016595311;IM00000000000000000000000ID-30117000007L;0;;;;;
341;CR000039894271;IM00000000000000000000000ID-30117000001L;0;;;;;
342;CR000026738511;IM00000000000000000000000ID-30117000001R;0;;;;;
343;CR000014903021;IM00000000000000000000000ID-301170000055;0;;;;;
344;CR000040147021;IM00000000000000000000000ID-30117000001Q;0;;;;;
345;CR000027293091;IM00000000000000000000000ID-30117000002V;0;;;;;
346;CR000025130971;IM00000000000000000000000ID-301170000021;0;;;;;
347;CR000014801281;IM00000000000000000000000ID-30117000006Q;0;;;;;
348;CR000089705071;IM00000000000000000000000ID-30117000001L;0;;;;;
349;CR000019723301;IM00000000000000000000000ID-30117000007X;0;;;;;
350;CR000012884221;IM00000000000000000000000ID-30117000001Y;0;;;;;
351;CR000016660281;IM00000000000000000000000ID-30117000004B;0;;;;;
352;CR000039910091;IM00000000000000000000000ID-30117000001L;0;;;;;
353;CR000019469861;IM00000000000000000000000ID-301170000054;0;;;;;
354;CR000039610501;IM00000000000000000000000ID-30117000000G;0;;;;;
355;CR000033692891;IM00000000000000000000000ID-301170000082;0;;;;;
356;CR000031784491;IM00000000000000000000000ID-3011700000QL;0;;;;;
357;CR000025635561;IM00000000000000000000000ID-30117000001F;0;;;;;
358;CR000007455771;IM00000000000000000000000ID-301170000059;0;;;;;
359;CR000082177871;IM00000000000000000000000ID-30117000000T;0;;;;;
360;CR000002682121;IM00000000000000000000000ID-3011700000V4;0;;;;;
361;CR000007405291;IM00000000000000000000000ID-3011700000QQ;0;;;;;
362;CR000019461191;IM00000000000000000000000ID-30117000006J;0;;;;;
363;CR000033358301;IM00000000000000000000000ID-301170000046;0;;;;;
364;CR000083028231;IM00000000000000000000000ID-30117000000G;0;;;;;
365;CR000014252411;IM00000000000000000000000ID-301170000068;0;;;;;
366;CR000022924231;IM00000000000000000000000ID-30117000008G;0;;;;;
367;CR000025566841;IM00000000000000000000000ID-30117000000S;0;;;;;
368;FI000016282554;CH000004008955;15;;;;;
369;FI000016282498;CH000003986249;15;;;;;
370;FI000016282565;CH000004008959;15;;;;;
371;FI000016918437;CH000003984947;15;;;;;
372;FI000016282588;CH000003984947;15;;;;;
373;FI000016282567;CH000004008959;15;;;;;
374;FI000033715028;CH000003986249;15;;;;;
375;FI000016282572;CH000003984947;15;;;;;
376;FI000016918438;CH000003984947;15;;;;;
377;FI000016282591;CH000003986231;15;;;;;
378;FI000016481458;CH000003986243;15;;;;;
379;FI000016178978;CH000003986242;15;;;;;
380;FI000016178983;CH000003985265;15;;;;;
381;FI000016282511;CH000003985909;15;;;;;
382;FI000016282574;CH000003984947;15;;;;;
383;FI000016282519;CH000003985909;15;;;;;
384;FI000016178977;CH000004094397;15;;;;;
385;FI000016282526;CH000003985909;15;;;;;
386;FI000016282516;CH000003985909;15;;;;;
387;FI000016560081;CH000003986231;15;;;;;
388;FI000016282592;CH000003986231;15;;;;;
389;FI000016282582;CH000003984947;15;;;;;
390;FI000016282577;CH000003984947;15;;;;;
391;FI000016282504;CH000003986249;15;;;;;
392;FI000016282506;CH000003986249;15;;;;;
393;FI000016282560;CH000004008955;15;;;;;
394;FI000016560083;CH000003986231;15;;;;;
395;FI000016282553;CH000003985909;15;;;;;
396;FI000016282589;CH000003984947;15;;;;;
397;FI000016282561;CH000004008955;15;;;;;
398;FI000016918439;CH000003984947;15;;;;;
399;FI000016282566;CH000004008959;15;;;;;
400;FI000016282512;CH000003985909;15;;;;;
401;FI000016282581;CH000003984947;15;;;;;
402;FI000016560084;CH000003986231;15;;;;;
403;FI000016494785;CH000003986243;15;;;;;
404;FI000017833047;CH000004310408;0;;;;;
405;FI000017833046;CH000004310408;0;;;;;
406;FI000016282586;CH000004315511;0;;;;;
407;FI000016282499;CH000004317117;0;;;;;
408;FI000016282563;CH000004323214;0;;;;;
409;FI000016282548;HU000013029984;0;;;;;
410;FI000016282573;CH000004311348;0;;;;;
411;FI000016282556;CH000004317426;0;;;;;
412;FI000016282517;CH000004316800;0;;;;;
413;CR000007499011;CH000004317429;0;;;;;
414;CR000016577741;CH000004316476;0;;;;;
415;CR000033477161;CH000004323264;0;;;;;
417;CR000022924161;CH000004323203;0;;;;;
418;CR000097001431;CH000004309432;0;;;;;
419;CR000010861381;SU000000864654;0;;;;;
420;FI000016282549;HU000013029985;0;;;;;
421;CR000019580601;CH000004310066;0;;;;;
423;CR000023365241;CH000004323207;0;;;;;
424;CR000025105161;CH000004311348;0;;;;;
426;CR000013850251;HU000013029986;0;;;;;
427;CR000029030811;CH000004323206;0;;;;;
428;CR000033002251;CH000004311707;0;;;;;
430;CR000086659331;SU000000880765;0;;;;;
432;CR000040103621;HU000013029985;0;;;;;
433;CR000032656961;CH000004316798;0;;;;;
434;CR000034816861;CH000004323214;0;;;;;
435;CR000033086661;CH000004311707;0;;;;;
436;CR000032616501;CH000004316798;0;;;;;
437;CR000007590921;CH000004323244;0;;;;;
438;CR000015258971;CH000004323190;0;;;;;
439;CR000032639341;CH000004316798;0;;;;;
440;CR000023023991;CH000004323203;0;;;;;
441;CR000022285831;CH000004316800;0;;;;;
442;CR000013734441;HU000013029986;0;;;;;
443;CR000040180311;CH000004310408;0;;;;;
445;CR000004428451;SU000000880805;0;;;;;
446;CR000010597491;CH000004316159;0;;;;;
447;CR000033358211;CH000004316155;0;;;;;
448;FI000016282583;CH000004323219;0;;;;;
449;FI000016282585;CH000004311359;0;;;;;
450;FI000016282571;PE000001906307;0;;;;;
451;FI000016282510;PE000001906307;0;;;;;
453;CR000004428331;SU000000864654;0;;;;;
454;CR000025118941;CH000004311358;0;;;;;
455;CR000014696761;CH000004316467;0;;;;;
456;CR000037018641;CH000004310416;0;;;;;
457;CR000025203541;CH000004311358;0;;;;;
459;CR000033157431;CH000004310408;0;;;;;
460;CR000022895011;CH000004323232;0;;;;;
461;CR000035930271;CH000004313616;0;;;;;
462;CR000007455651;CH000004317429;0;;;;;
463;CR000040147021;HU000013029985;0;;;;;
464;CR000003442091;SU000000869762;0;;;;;
466;CR000027284981;CH000004323245;0;;;;;
467;CR000067744121;SU000000880765;0;;;;;
468;CR000081711191;CH000004323262;0;;;;;
469;CR000034398021;SU000000870112;0;;;;;
470;CR000011556491;CH000004315505;0;;;;;
471;CR000033620361;CH000004316155;0;;;;;
473;CR000035335981;CH000004311346;0;;;;;
474;CR000091563781;SU000000880790;0;;;;;
475;CR000082786791;CH000004316800;0;;;;;
476;CR000016660281;CH000004316476;0;;;;;
477;CR000014172851;CH000004316479;0;;;;;
478;CR000033692891;CH000004317428;0;;;;;
479;CR000025635561;SU000000870123;0;;;;;
480;CR000025663181;SU000000870123;0;;;;;
481;CR000019461161;CH000004323202;0;;;;;
482;CR000010861291;SU000000880805;0;;;;;
483;CR000019461191;CH000004323202;0;;;;;
484;CR000022924231;CH000004323203;0;;;;;
485;CR000091087691;CH000004316798;0;;;;;
486;FI000016282521;CH000004310408;0;;;;;
487;FI000016282513;CH000004309426;0;;;;;
488;FI000016282552;CH000004310416;0;;;;;
489;FI000016282576;CH000004323244;0;;;;;
490;FI000016282584;CH000004323220;0;;;;;
491;FI000016282502;SU000000880663;0;;;;;
492;FI000016282570;SU000000880765;0;;;;;
493;CR000028977451;CH000004317117;0;;;;;
494;CR000014172761;CH000004323262;0;;;;;
495;CR000020280691;CH000004094397;0;;;;;
496;CR000004070501;CH000004313914;0;;;;;
497;CR000081823701;IM00000000000000000000000ID-301170000006;0;;;;;
498;CR000005424011;SU000000869763;0;;;;;
499;CR000006472471;CH000004323204;0;;;;;
500;CR000031097711;CH000004312320;0;;;;;
501;FI000016282546;SU000000870112;0;;;;;
502;CR000079159861;CH000004316155;0;;;;;
503;CR000081828641;CH000004316159;0;;;;;
504;CR000006500401;CH000004323204;0;;;;;
505;CR000014903021;CH000004316467;0;;;;;
506;CR000027293091;CH000004323245;0;;;;;
507;CR000025130971;CH000004311358;0;;;;;
508;CR000036210151;CH000004313905;0;;;;;
509;CR000011585771;CH000004315505;0;;;;;
510;CR000019354671;CH000004309426;0;;;;;
511;CR000014323171;CH000004316479;0;;;;;
512;CR000025160771;CH000004311348;0;;;;;
513;CR000037018611;CH000004310416;0;;;;;
514;CR000029091171;CH000004317117;0;;;;;
515;CR000093693101;SU000000880663;0;;;;;
516;CR000028970661;CH000004323206;0;;;;;
517;CR000019576981;CH000004310066;0;;;;;
518;CR000099409391;CH000004323262;0;;;;;
519;CR000027357261;CH000004323245;0;;;;;
520;CR000019469861;IM00000000000000000000000ID-301170000006;0;;;;;
521;CR000025150681;SU000000863688;0;;;;;
522;CR000039610501;CH000004312318;0;;;;;
523;CR000010605821;CH000004316159;0;;;;;
524;CR000039458911;CH000004312318;0;;;;;
525;CR000034883591;CH000004323214;0;;;;;
526;CR000025484431;SU000000870123;0;;;;;
527;CR000033527511;CH000004317426;0;;;;;
528;CR000033647281;CH000004317428;0;;;;;
529;CR000090623101;CH000004313905;0;;;;;
530;CR000023004431;CH000004323232;0;;;;;
531;CR000007405291;SU000000880790;0;;;;;
532;CR000014252411;CH000004316479;0;;;;;
533;CR000019723471;CH000004323219;0;;;;;
534;FI000016282551;CH000004323206;0;;;;;
535;FI000016282587;CH000004316467;0;;;;;
537;CR000089442931;CH000004315505;0;;;;;
538;CR000019349241;CH000004309426;0;;;;;
539;CR000030336331;SU000000863688;0;;;;;
540;CR000040077771;HU000013029985;0;;;;;
541;CR000006472371;CH000004323204;0;;;;;
543;CR000015383751;CH000004323190;0;;;;;
544;CR000017654101;CH000004311345;0;;;;;
545;CR000033734211;CH000004315511;0;;;;;
546;CR000033548941;CH000004317428;0;;;;;
547;CR000036198891;CH000004313905;0;;;;;
548;CR000089705071;SU000000880805;0;;;;;
549;CR000033499201;CH000004311359;0;;;;;
550;CR000092322001;CH000004323207;0;;;;;
551;CR000056980381;SU000000863688;0;;;;;
552;CR000019723301;CH000004323219;0;;;;;
553;CR000091391021;HU000013029986;0;;;;;
554;CR000003442401;SU000000869762;0;;;;;
555;CR000033499371;CH000004316155;0;;;;;
558;CR000030358581;SU000000863688;0;;;;;
559;CR000033033141;CH000004310408;0;;;;;
560;CR000002682121;SU000000880765;0;;;;;
563;CR000033692761;CH000004323264;0;;;;;
564;CR000025566841;SU000000880789;0;;;;;
565;FI000016282525;CH000004316158;0;;;;;
566;FI000016176358;HU000012858770;0;;;;;
567;FI000016282507;CH000004315505;0;;;;;
568;FI000016282509;CH000004323262;0;;;;;
569;FI000016282558;CH000004311345;0;;;;;
570;CR000040092111;CH000004310408;0;;;;;
571;CR000026627821;HU000013029984;0;;;;;
572;CR000031799111;CH000004311353;0;;;;;
573;CR000036048671;CH000004313616;0;;;;;
574;FI000016282568;SU000000880805;0;;;;;
575;CR000025566821;SU000000880789;0;;;;;
576;CR000025176021;CH000004311358;0;;;;;
577;CR000026738511;HU000013029984;0;;;;;
578;CR000013878251;HU000013029986;0;;;;;
579;CR000016585201;CH000004316476;0;;;;;
580;CR000022901031;CH000004323203;0;;;;;
581;CR000019615031;CH000004310066;0;;;;;
582;CR000002196341;SU000000870111;0;;;;;
583;CR000033169791;CH000004310408;0;;;;;
584;CR000005312021;SU000000869763;0;;;;;
585;CR000014172641;CH000004316479;0;;;;;
586;CR000039387431;CH000004312318;0;;;;;
